param0,param1,output
-0.9559655212973818,1.4578592485208057,1.0
-1.0407685273910685,1.4551598872582439,1.0
-1.0558506890863635,0.7853884034474268,1.0
-0.9108829060426892,-0.9590389758785747,1.0
-1.0772113709049471,-0.4955359168143716,1.0
-0.9989857733873122,1.6100765501390717,1.0
0.7916933387913906,-0.7726687305942747,0.0
-0.9636463564710379,1.792182027870442,1.0
-1.0941732795299928,-0.5409575324479792,1.0
0.9846999739206355,-0.41637822229230265,0.0
-1.1103637589745807,1.6900186959349774,1.0
-1.0458240754982036,0.38510055256019,1.0
0.6301401766041388,-1.4995582045692644,0.0
-1.0681645933215302,2.430201420147348,1.0
0.796192401865083,-0.29097865748206253,0.0
-0.7991493123236818,-1.918033069643251,1.0
-1.2248133316070526,-0.11460009274538743,1.0
1.0892127203733155,0.22361047252098873,0.0
0.9586098614454266,0.03730415240133513,0.0
-0.9962618649859157,1.0533089858334743,1.0
-1.2559955143479273,1.8761418704758488,1.0
1.1763937875846975,0.4553028461124724,0.0
0.9331408345995772,0.7127629946926377,0.0
-0.7436943749052588,-0.5929010846364613,1.0
-0.9682191707134308,0.26736989487631285,1.0
-1.0616403282894122,-0.13616143816687593,1.0
1.0800501671757297,-0.736558666260631,0.0
0.8208067107997432,-0.5074662538013813,0.0
0.8877329953342267,-0.8876450280712116,0.0
-1.1679652323610552,-0.6824332367738746,1.0
-0.8876355292666449,-0.00671594023067667,1.0
0.9520934607882968,0.007556686374140015,0.0
1.2603175208867803,0.5042018673321731,0.0
0.8329832655390665,-1.5369622395655276,0.0
1.1633231029613589,0.3880422625071573,0.0
-0.7835953059786231,1.1985163521272555,1.0
0.9395823333076637,-0.16814503681144777,0.0
-0.8200582980836904,1.0122328820598148,1.0
1.1266567156198288,-0.2618044985090062,0.0
-0.9265495317142464,0.2564732521183879,1.0
-0.7688598959602763,2.8619845516440208,1.0
-0.9591685887715263,-0.0853305804302529,1.0
1.0327669487767808,-0.6958229537803227,0.0
-1.2847291501404396,-0.03221639495517912,1.0
-1.1508578798733802,0.4823227664244208,1.0
-0.8424444799288551,1.4197357473035053,1.0
-1.0037861597684212,0.034082664799798115,1.0
1.078398515128437,-0.660846856167355,0.0
0.6366403481135033,-0.5070132161903937,0.0
-1.0107979807315306,-0.18220030971095913,1.0
-0.7264581797883591,-0.6505175495318025,1.0
-1.2872375531256772,0.8853556683500526,1.0
1.1286121173505703,-0.6101876298835734,0.0
0.9960045104108286,-0.44972119320935267,0.0
1.0607878054945437,-0.7983570807414447,0.0
1.1115791553335521,-0.44150415314227237,0.0
-0.8148595695508248,2.4627238752613203,1.0
0.9630858393068576,-1.7393659862754667,0.0
0.7060864573852224,-0.12840264568935963,0.0
0.7587376688333971,-1.5208890706530045,0.0
0.6985197221058878,0.6336296552155875,0.0
-1.1892706181329928,1.0880941615761939,1.0
1.0301562180144683,-1.0860793588573137,0.0
-0.7278071627459199,-0.3417301134952395,1.0
1.036274069786434,-0.6413786409612496,0.0
0.8277000508339518,0.426631040762587,0.0
1.3271643255630787,0.3491988322415191,0.0
-0.8473427688834817,0.03346729366291373,1.0
-1.1330451771784624,0.2180546930533271,1.0
-1.0399911080689532,0.2580708877869562,1.0
-0.7707185084062047,1.170991861370365,1.0
-0.9345697245679174,-0.8356615643230944,1.0
1.2771472189645487,-2.1029514458449463,0.0
1.0124432682631312,-1.0606571682725017,0.0
0.9508359060553487,-1.1504631341121274,0.0
-0.8540907482796423,0.3845347307144672,1.0
-0.8559649887307813,-1.0935950746244003,1.0
1.0647683849530265,-0.1816625793727905,0.0
0.8186922524307607,-0.9997730270357733,0.0
0.8962503408426148,-0.41945803768413603,0.0
1.1443796453780337,-0.6727880415301162,0.0
1.0405459152409235,-0.760309977837464,0.0
-1.006187765344549,1.405739071825208,1.0
1.322504837192975,-0.2297351638334683,0.0
1.1747673600484554,-0.626104033377513,0.0
-0.9691678245991803,0.5179264755811882,1.0
0.7624061933124313,-0.4940494634811732,0.0
-0.8680845818659176,-0.29720891347965006,1.0
1.2822982452133678,-0.9090850269638013,0.0
-1.1742552609454908,0.7951638272531526,1.0
0.9587655505418853,-0.3975329470497361,0.0
-1.1432235860257867,-0.2187812075093094,1.0
-0.9367840412935755,1.6219401729904894,1.0
1.030202532860171,-0.6107143534589663,0.0
1.0134107545347002,-1.5268013068035684,0.0
0.9483288227769272,-1.6206213218462218,0.0
0.6491392586817429,0.9040870059406031,0.0
-0.9751509075267557,1.111226683974865,1.0
1.162615124996692,-0.6936850668531961,0.0
-1.0933758756052363,1.3339724412200409,1.0
